ID,plant_id,family,taxon_name,refstand,ref_short
141,wcsCmp1262672,Gentianaceae,Centaurium pulchellum subsp. pulchellum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
142,wcsCmp1262672,Gentianaceae,Centaurium pulchellum subsp. pulchellum,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
143,wcsCmp708737,Gentianaceae,Centaurium pulchellum var. altaicum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
144,wcsCmp708737,Gentianaceae,Centaurium pulchellum var. altaicum,3586,Zhonghua Bencao: Materia Medica of China (1998)
145,wcsCmp716753,Gentianaceae,Chelonanthus purpurascens,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
146,wcsCmp718730,Gentianaceae,Chironia baccifera,100026,"Commercially Important African Med. Plants (Van Wyk, 2015)"
147,wcsCmp718730,Gentianaceae,Chironia baccifera,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
148,wcsCmp718730,Gentianaceae,Chironia baccifera,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
149,wcsCmp718730,Gentianaceae,Chironia baccifera,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
150,wcsCmp718730,Gentianaceae,Chironia baccifera,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
151,wcsCmp718790,Gentianaceae,Chironia krebsii,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
152,wcsCmp718790,Gentianaceae,Chironia krebsii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
153,wcsCmp718825,Gentianaceae,Chironia palustris,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
154,wcsCmp718825,Gentianaceae,Chironia palustris,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
155,wcsCmp718828,Gentianaceae,Chironia palustris subsp. transvaalensis,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
156,wcsCmp718828,Gentianaceae,Chironia palustris subsp. transvaalensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
157,wcsCmp718839,Gentianaceae,Chironia purpurascens subsp. humilis,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
158,wcsCmp718839,Gentianaceae,Chironia purpurascens subsp. humilis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
159,wcsCmp732315,Gentianaceae,Comastoma pedunculatum,100236,"Indian Med. Pl. Database (TDU, 2020)"
160,wcsCmp732315,Gentianaceae,Comastoma pedunculatum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
161,wcsCmp732318,Gentianaceae,Comastoma pulmonarium,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
162,wcsCmp732324,Gentianaceae,Comastoma tenellum,100236,"Indian Med. Pl. Database (TDU, 2020)"
163,wcsCmp732324,Gentianaceae,Comastoma tenellum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
164,wcsCmp732324,Gentianaceae,Comastoma tenellum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
165,wcsCmp740750,Gentianaceae,Coutoubea ramosa,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
166,wcsCmp740750,Gentianaceae,Coutoubea ramosa,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
167,wcsCmp740758,Gentianaceae,Coutoubea spicata,8425,"Med. Pl. E. Nicaragua (Coe et al., 1996)"
168,wcsCmp740758,Gentianaceae,Coutoubea spicata,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
169,wcsCmp740758,Gentianaceae,Coutoubea spicata,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
170,wcsCmp742468,Gentianaceae,Crawfurdia campanulacea,3586,Zhonghua Bencao: Materia Medica of China (1998)
171,wcsCmp754319,Gentianaceae,Cyrtophyllum fragrans,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
172,wcsCmp754319,Gentianaceae,Cyrtophyllum fragrans,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
173,wcsCmp754319,Gentianaceae,Cyrtophyllum fragrans,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
174,wcsCmp754320,Gentianaceae,Cyrtophyllum giganteum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
175,wcsCmp754321,Gentianaceae,Cyrtophyllum lanceolatum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
176,wcsCmp789280,Gentianaceae,Enicostema axillare,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
177,wcsCmp789280,Gentianaceae,Enicostema axillare,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
178,wcsCmp789280,Gentianaceae,Enicostema axillare,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
179,wcsCmp789280,Gentianaceae,Enicostema axillare,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
180,wcsCmp789280,Gentianaceae,Enicostema axillare,100236,"Indian Med. Pl. Database (TDU, 2020)"
181,wcsCmp789280,Gentianaceae,Enicostema axillare,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
182,wcsCmp789280,Gentianaceae,Enicostema axillare,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
183,wcsCmp1263997,Gentianaceae,Enicostema axillare subsp. axillare,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
184,wcsCmp1263997,Gentianaceae,Enicostema axillare subsp. axillare,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
185,wcsCmp1263997,Gentianaceae,Enicostema axillare subsp. axillare,2095,"Handbook African Med. Pl. (Iwu, 1993)"
186,wcsCmp1263997,Gentianaceae,Enicostema axillare subsp. axillare,100236,"Indian Med. Pl. Database (TDU, 2020)"
187,wcsCmp789282,Gentianaceae,Enicostema axillare subsp. littorale,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
188,wcsCmp789282,Gentianaceae,Enicostema axillare subsp. littorale,100236,"Indian Med. Pl. Database (TDU, 2020)"
189,wcsCmp789282,Gentianaceae,Enicostema axillare subsp. littorale,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
190,wcsCmp789282,Gentianaceae,Enicostema axillare subsp. littorale,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
191,wcsCmp789288,Gentianaceae,Enicostema verticillatum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
192,wcsCmp789288,Gentianaceae,Enicostema verticillatum,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
193,wcsCmp789288,Gentianaceae,Enicostema verticillatum,6369,"Herbs of Commerce (McGuffin et al., 2000)"
194,wcsCmp789288,Gentianaceae,Enicostema verticillatum,100236,"Indian Med. Pl. Database (TDU, 2020)"
195,wcsCmp789288,Gentianaceae,Enicostema verticillatum,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
196,wcsCmp789288,Gentianaceae,Enicostema verticillatum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
197,wcsCmp805321,Gentianaceae,Eustoma exaltatum,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
198,wcsCmp806061,Gentianaceae,Exacum lawii,100236,"Indian Med. Pl. Database (TDU, 2020)"
199,wcsCmp806061,Gentianaceae,Exacum lawii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
200,wcsCmp806061,Gentianaceae,Exacum lawii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
201,wcsCmp806076,Gentianaceae,Exacum oldenlandioides,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
202,wcsCmp806084,Gentianaceae,Exacum pedunculatum,100236,"Indian Med. Pl. Database (TDU, 2020)"
203,wcsCmp806084,Gentianaceae,Exacum pedunculatum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
204,wcsCmp806084,Gentianaceae,Exacum pedunculatum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
205,wcsCmp806096,Gentianaceae,Exacum quinquenervium,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
206,wcsCmp806130,Gentianaceae,Exacum tetragonum,100236,"Indian Med. Pl. Database (TDU, 2020)"
207,wcsCmp806130,Gentianaceae,Exacum tetragonum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
208,wcsCmp806130,Gentianaceae,Exacum tetragonum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
209,wcsCmp1264427,Gentianaceae,Exacum tetragonum var. tetragonum,100236,"Indian Med. Pl. Database (TDU, 2020)"
210,wcsCmp1264427,Gentianaceae,Exacum tetragonum var. tetragonum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
211,wcsCmp1264427,Gentianaceae,Exacum tetragonum var. tetragonum,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
212,wcsCmp806134,Gentianaceae,Exacum trinervium,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
213,wcsCmp806134,Gentianaceae,Exacum trinervium,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
214,wcsCmp806252,Gentianaceae,Exochaenium grande,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
215,wcsCmp807363,Gentianaceae,Fagraea auriculata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
216,wcsCmp807363,Gentianaceae,Fagraea auriculata,100236,"Indian Med. Pl. Database (TDU, 2020)"
217,wcsCmp807367,Gentianaceae,Fagraea berteroana,2102,"Fijian Medicinal Plants (Cambie & Ash, 1994)"
218,wcsCmp807367,Gentianaceae,Fagraea berteroana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
219,wcsCmp807367,Gentianaceae,Fagraea berteroana,100023,U.S. FDA Substance Registration System (2016)
